state,year,mort_count,mort_rate,inc_count,inc_rate
New Mexico,1991,31.06039898979913,3.8879736432558767,221.7292583400397,27.75487567458
Vermont,1991,12.257877433116994,4.158019429649506,55.2544031844391,18.7429580095
Iowa,1991,62.11640559402256,4.268434094151202,315.5906003171546,21.68634300882
Kansas,1991,59.693933450684895,4.623707516761489,307.0693917217029,23.78464565153
West Virginia,1991,59.84221650111584,6.358856929011233,271.57750590183883,28.85793017267
Arizona,1991,75.81181367239809,3.877022134226984,402.5021500288975,20.58399171769
North Dakota,1991,12.23410190086383,3.776075797428992,57.341910206428,17.69867547805
Kentucky,1991,115.48917611790397,5.934481911414868,423.1656763209438,21.74462695183
Arkansas,1991,72.5917248965309,5.80486620570894,338.5493041368111,27.07241655093
Connecticut,1991,71.92048362629197,4.158625902424444,416.8967707684314,24.10603519524
Wisconsin,1991,100.42052345947684,3.9273977470236807,508.314376672446,19.87992761787
Ohio,1991,292.2374415888354,5.0999464753368695,1389.457688580994,24.2479533183
Georgia,1991,154.27145248347082,4.4340418162323285,807.2318427265873,23.2013096942
Nevada,1991,28.57096036467929,4.466956104267882,153.64780101432197,24.02222305053
Alabama,1991,133.4668813472483,6.184087747599646,635.53455898915,29.44701666622
Indiana,1991,152.36518840898623,5.214344137160941,780.8396082390474,26.72241918117
Washington,1991,88.1539913081842,3.448579030874368,597.0697675039949,23.35733470064
Maryland,1992,120.37525353351636,4.67700735524777,630.145261574885,24.48338787871
Delaware,1991,19.86461004686874,5.58865549086168,93.93962047000105,26.42871793156
Colorado,1991,56.65387837631831,3.269577829958158,318.82788975965065,18.40002184857
Massachusetts,1991,127.7682489487924,3.999392472812971,649.9637152940138,20.34511713148
North Carolina,1991,174.46768453782818,4.924320908453961,846.5507955780811,23.89375312555
Maryland,1991,119.85812964536596,4.711977279689082,616.734178314344,24.24564311509
Maine,1991,30.076219516402315,4.6674212580665655,147.0548754092832,22.82092173231
California,1992,635.2234171832806,4.040085715241419,3297.1280827096784,20.97007085687
Connecticut,1992,68.02178054420767,3.921502753708823,385.892766241084,22.24698520597
District of Columbia,1992,27.44569052036605,8.455332420465027,105.73997681475863,32.57584841735
Rhode Island,1991,22.499634145163,4.212584654042672,110.51564196778594,20.69173633586
Oklahoma,1992,83.92407201160448,5.054255220686676,410.4790754242165,24.7207500806
South Carolina,1991,103.8369363977688,5.589777267411837,475.73655724474594,25.609975459750004
Illinois,1992,312.04016694694826,5.169328093230723,1548.749916330913,25.65694195785
Michigan,1992,215.12049353792105,4.378628958701524,1030.4100690856728,20.97328475606
Rhode Island,1992,23.07152550340154,4.3026834946179,114.62008362137644,21.37587052389
Oregon,1992,59.66370261607768,3.93000496425434,301.8490274200055,19.88257724883
South Dakota,1992,12.616671275807176,3.486969475505591,58.336927941025415,16.12303931665
Louisiana,1992,117.5459881760429,5.241472541958797,390.948703897078,17.43272508562
Nebraska,1992,32.888034121383384,3.964428793000355,163.31423038743918,19.68641953073
Virginia,1992,144.15740274006268,4.358436274113077,750.7123978609037,22.69694156576
New York,1992,508.4961224802561,5.286431225279872,2591.125784958415,26.93788143637
Massachusetts,1992,131.16847120863096,4.08953443280541,686.6767804948531,21.40901934867
Florida,1991,382.4965003123,5.482839776737681,1510.7980730484423,21.65631257479
Wyoming,1992,7.947165958900498,3.4566239041370688,42.20601220083992,18.35752662347
